RefSOUSSOUSDomaineF,RefSOUSDomaineF,Le_nom,Description,Notes,Nombre_avis,Duree,Niveau,Liens,MotsCles
CEGOS_DomaineF-12-05-02,CEGOS_DomaineF-12-05,Directeur financier,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/directeur-financier-2,"directeur, financier"
CEGOS_DomaineF-12-05-03,CEGOS_DomaineF-12-05,Finance pour dirigeants,,,,0,,https://www.cegos.fr/formations/direction-de-lentreprise-et-cadre-de-direction/finance-pour-dirigeants,"finance, dirigeants"
CEGOS_DomaineF-12-06-01,CEGOS_DomaineF-12-06,"DRH, RRH, business and human partner",,,,0,,https://www.cegos.fr/formations/ressources-humaines/drh-rrh-business-and-human-partner,"rrh, business, human, partner"
CEGOS_DomaineF-12-06-02,CEGOS_DomaineF-12-06,Prévenir et faire face aux agissements sexistes et au harcèlement sexuel au travail,,,,0,,https://www.cegos.fr/formations/qualite-de-vie-sante-et-bien-etre-au-travail/prevenir-et-faire-face-aux-agissements-sexistes-et-au-harcelement-sexuel-au-travail,"prevenir, faire, face, sexistes, harcelement, sexuel, travail"
CEGOS_DomaineF-12-06-03,CEGOS_DomaineF-12-06,Piloter les relations sociales,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/piloter-les-relations-sociales,"piloter, relations, sociales"
CEGOS_DomaineF-12-06-04,CEGOS_DomaineF-12-06,"Manager, prévenir les risques psychosociaux (RPS) dans vos équipes",,,,0,,https://www.cegos.fr/formations/management-et-leadership/manager-prevenir-les-risques-psychosociaux-rps-dans-vos-equipes,"manager, prevenir, risques, psychosociaux, equipes"
CEGOS_DomaineF-12-06-05,CEGOS_DomaineF-12-06,Présider et animer la Commission Santé Sécurité et Conditions de Travail - CSSCT,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/presider-et-animer-la-commission-sante-securite-et-conditions-de-travail-cssct,"presider, animer, commission, sante, securite, conditions, travail, cssct"
CEGOS_DomaineF-12-06-06,CEGOS_DomaineF-12-06,Présider et animer le CSE – Entreprises de 11 à 49 salariés,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/presider-et-animer-le-cse-entreprises-de-11-a-49-salaries,"presider, animer, cse, entreprises, salaries"
CEGOS_DomaineF-12-06-07,CEGOS_DomaineF-12-06,Présider et animer le CSE - Organisations de plus de 50 salariés,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/presider-et-animer-le-cse-organisations-de-plus-de-50-salaries,"presider, animer, cse, organisations, salaries"
CEGOS_DomaineF-12-06-08,CEGOS_DomaineF-12-06,"IRP, Comité Social et Économique (CSE) et délégués syndicaux",,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/irp-comite-social-et-economique-cse-et-delegues-syndicaux,"irp, comite, social, cse, delegues, syndicaux"
CEGOS_DomaineF-12-06-09,CEGOS_DomaineF-12-06,"Rupture Conventionnelle Collective, Plan de Départ Volontaire et PSE",,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/rupture-conventionnelle-collective-plan-de-depart-volontaire-et-pse,"rupture, conventionnelle, collective, plan, depart, volontaire, pse"
CEGOS_DomaineF-12-07-01,CEGOS_DomaineF-12-07,Définir et déployer sa stratégie marketing,,,,0,,https://www.cegos.fr/formations/marketing-marketing-digital/definir-et-deployer-sa-strategie-marketing,"definir, deployer, strategie, marketing"
CEGOS_DomaineF-12-08-01,CEGOS_DomaineF-12-08,Les 7 habitudes des gens très efficaces®,,,,0,,https://www.cegos.fr/formations/developpement-personnel/les-7-habitudes-des-gens-tres-efficaces,"habitudes, efficacesr"
CEGOS_DomaineF-12-08-02,CEGOS_DomaineF-12-08,Asseoir son autorité et faire face aux situations tendues,,,,0,,https://www.cegos.fr/formations/direction-de-lentreprise-et-cadre-de-direction/asseoir-son-autorite-et-faire-face-aux-situations-tendues,"asseoir, autorite, faire, face, situations, tendues"
CEGOS_DomaineF-12-08-03,CEGOS_DomaineF-12-08,Développer son impact personnel,,,,0,,https://www.cegos.fr/formations/developpement-personnel/developper-son-impact-personnel,"developper, impact, personnel"
CEGOS_DomaineF-12-08-04,CEGOS_DomaineF-12-08,Convaincre et s’imposer en négociation,,,,0,,https://www.cegos.fr/formations/direction-de-lentreprise-et-cadre-de-direction/convaincre-et-simposer-en-negociation,"convaincre, simposer, negociation"
CEGOS_DomaineF-12-09-01,CEGOS_DomaineF-12-09,Leader of the Future,,,,0,,https://www.cegos.fr/formations/management-et-leadership/leader-of-the-future,"leader, future"
CEGOS_DomaineF-12-09-02,CEGOS_DomaineF-12-09,Les clés du leadership personnel et de l''excellence collective,,,,0,,https://www.cegos.fr/formations/developpement-personnel/les-cles-du-leadership-personnel-et-de-lexcellence-collective,"cles, leadership, personnel, excellence, collective"
CEGOS_DomaineF-12-09-03,CEGOS_DomaineF-12-09,Biais Inconscients,,,,0,,https://www.cegos.fr/formations/developpement-personnel/biais-inconscients,"biais, inconscients"
CEGOS_DomaineF-12-09-04,CEGOS_DomaineF-12-09,Le manager innovant : réinventer son management,,,,0,,https://www.cegos.fr/formations/management-et-leadership/le-manager-innovant-reinventer-son-management,"manager, reinventer"
CEGOS_DomaineF-12-09-05,CEGOS_DomaineF-12-09,Les clés du leadership personnel,,,,0,,https://www.cegos.fr/formations/developpement-personnel/les-cles-du-leadership-personnel,"cles, leadership, personnel"
CEGOS_DomaineF-12-09-06,CEGOS_DomaineF-12-09,Manager : développer son leadership,,,,0,,https://www.cegos.fr/formations/management-et-leadership/manager-developper-son-leadership,"manager, developper, leadership"
CEGOS_DomaineF-12-09-07,CEGOS_DomaineF-12-09,Renforcer la performance collective de son équipe,,,,0,,https://www.cegos.fr/formations/management-et-leadership/renforcer-la-performance-collective-de-son-equipe,"renforcer, performance, collective, equipe"
CEGOS_DomaineF-12-10-01,CEGOS_DomaineF-12-10,Bien vivre sa retraite,,,,0,,https://www.cegos.fr/formations/developpement-personnel/bien-vivre-sa-retraite,"vivre, retraite"
CEGOS_DomaineF-13-01-01,CEGOS_DomaineF-13-01,Droit des sociétés pour cadres non-juristes,,,,0,,https://www.cegos.fr/formations/droit-des-affaires/droit-des-societes-pour-cadres-non-juristes,"droit, societes, cadres, juristes"
CEGOS_DomaineF-13-01-02,CEGOS_DomaineF-13-01,Bien faire fonctionner son association,,,,0,,https://www.cegos.fr/formations/finance-tresorerie/bien-faire-fonctionner-son-association,"faire, fonctionner, association"
CEGOS_DomaineF-13-02-01,CEGOS_DomaineF-13-02,Les bases du droit du contrat commercial,,,,0,,https://www.cegos.fr/formations/droit-des-affaires/les-bases-du-droit-du-contrat-commercial,"bases, droit, contrat, commercial"
CEGOS_DomaineF-13-02-02,CEGOS_DomaineF-13-02,Perfectionnement au droit des contrats,,,,0,,https://www.cegos.fr/formations/droit-des-affaires/perfectionnement-au-droit-des-contrats,"perfectionnement, droit, contrats"
CEGOS_DomaineF-13-02-03,CEGOS_DomaineF-13-02,Comprendre le cadre juridique des opérations internationales,,,,0,,https://www.cegos.fr/formations/international-developpement-des-ventes-a-lexport/securiser-juridiquement-ses-contrats-a-linternational,"comprendre, cadre, juridique, operations, internationales"
CEGOS_DomaineF-13-02-04,CEGOS_DomaineF-13-02,Gestion de contrats dans les projets et les affaires,,,,0,,https://www.cegos.fr/formations/management-de-projets-gestion-de-projets/gestion-de-contrats-dans-les-projets-et-les-affaires,"gestion, contrats, projets, affaires"
CEGOS_DomaineF-13-02-05,CEGOS_DomaineF-13-02,Services généraux : anticiper les risques sur le plan juridique,,,,0,,https://www.cegos.fr/formations/services-generaux-environnement-de-travail-immobilier-dentreprise/services-generaux-anticiper-les-risques-sur-le-plan-juridique,"services, generaux, anticiper, risques, plan, juridique"
CEGOS_DomaineF-14-01-01,CEGOS_DomaineF-14-01,Recrutement et non-discrimination à l’embauche : formation obligatoire,,,,0,,https://www.cegos.fr/formations/ressources-humaines/recrutement-et-non-discrimination-a-lembauche-formation-obligatoire,"discrimination, lembauche, formation, obligatoire"
CEGOS_DomaineF-14-01-02,CEGOS_DomaineF-14-01,L''essentiel du droit du travail pour la fonction RH - Niveau 1,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/lessentiel-du-droit-du-travail-pour-la-fonction-rh-niveau-1,"essentiel, droit, travail, fonction, rh, niveau"
CEGOS_DomaineF-14-01-03,CEGOS_DomaineF-14-01,L''essentiel du droit du travail pour managers,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/lessentiel-du-droit-du-travail-pour-managers,"essentiel, droit, travail, managers"
CEGOS_DomaineF-14-01-04,CEGOS_DomaineF-14-01,Pratique du droit social,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/pratique-du-droit-social,"pratique, droit, social"
CEGOS_DomaineF-14-01-05,CEGOS_DomaineF-14-01,"La pratique des contrats de travail : CDI, intérim, CDD…",,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/la-pratique-des-contrats-de-travail-cdi-interim-cdd,"pratique, contrats, travail, interim, cdd"
CEGOS_DomaineF-14-01-06,CEGOS_DomaineF-14-01,Gérer la rupture du contrat de travail,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/gerer-la-rupture-du-contrat-de-travail,"gerer, rupture, contrat, travail"
CEGOS_DomaineF-14-01-07,CEGOS_DomaineF-14-01,L''essentiel du droit du travail pour la fonction RH - Niveau 2,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/lessentiel-du-droit-du-travail-pour-la-fonction-rh-niveau-2,"essentiel, droit, travail, fonction, rh, niveau"
CEGOS_DomaineF-14-01-08,CEGOS_DomaineF-14-01,Diversification des relations contractuelles de travail : sécuriser ses pratiques,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/diversification-des-relations-contractuelles-de-travail-securiser-ses-pratiques,"diversification, relations, contractuelles, travail, securiser, pratiques"
CEGOS_DomaineF-14-02-01,CEGOS_DomaineF-14-02,Organiser les élections professionnelles du CSE,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/organiser-les-elections-professionnelles-du-cse,"organiser, elections, professionnelles, cse"
CEGOS_DomaineF-14-02-02,CEGOS_DomaineF-14-02,Améliorer le climat social et gérer les éventuels conflits,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/ameliorer-le-climat-social-et-gerer-les-conflits,"ameliorer, climat, social, gerer, eventuels, conflits"
CEGOS_DomaineF-14-02-03,CEGOS_DomaineF-14-02,Manager : être acteur des relations sociales au quotidien,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/manager-etre-acteur-des-relations-sociales-au-quotidien,"manager, acteur, relations, sociales, quotidien"
CEGOS_DomaineF-14-02-04,CEGOS_DomaineF-14-02,Négocier avec les partenaires sociaux,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/negocier-avec-les-partenaires-sociaux,"negocier, partenaires, sociaux"
CEGOS_DomaineF-14-02-05,CEGOS_DomaineF-14-02,Mieux négocier avec vos partenaires sociaux avec l''approche Beyond Conflict™,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/mieux-negocier-avec-vos-partenaires-sociaux-avec-lapproche-beyond-conflict,"partenaires, sociaux, approche, beyond, conflicttm"
CEGOS_DomaineF-14-02-06,CEGOS_DomaineF-14-02,Dialogue social dans le secteur public,,,,0,,https://www.cegos.fr/formations/secteur-public/dialogue-social-dans-le-secteur-public,"dialogue, social, secteur, public"
CEGOS_DomaineF-14-03-01,CEGOS_DomaineF-14-03,Formation pratique des élu(e)s du CSE - Entreprises de 11 à 49 salariés,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/formation-pratique-des-elues-du-cse-entreprises-de-11-a-49-salaries,"formation, pratique, elues, cse, entreprises, salaries"
CEGOS_DomaineF-14-03-02,CEGOS_DomaineF-14-03,Formation pratique des élu(e)s du CSE - Entreprises de plus de 50 salariés,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/formation-pratique-des-elues-du-cse-entreprises-de-plus-de-50-salaries,"formation, pratique, elues, cse, entreprises, salaries"
CEGOS_DomaineF-14-03-03,CEGOS_DomaineF-14-03,Élu(e)s du CSE : comprendre les données économiques pour agir,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/elues-du-cse-comprendre-les-donnees-economiques-pour-agir,"elues, cse, comprendre, donnees, economiques, agir"
CEGOS_DomaineF-14-03-04,CEGOS_DomaineF-14-03,"CSE (Entreprises 11 à 49) Formation initiale en santé, sécurité et conditions de travail",,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/cse-entreprises-11-a-49-formation-initiale-en-sante-securite-et-conditions-de-travail,"cse, entreprises, formation, initiale, sante, securite, conditions, travail"
CEGOS_DomaineF-14-03-05,CEGOS_DomaineF-14-03,"CSSCT/CSE (Entreprises > 50) Formation initiale en santé, sécurité et conditions de travail",,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/cssctcse-entreprises-50-formation-initiale-en-sante-securite-et-conditions-de-travail,"cssct, cse, entreprises, formation, initiale, sante, securite, conditions, travail"
CEGOS_DomaineF-14-03-06,CEGOS_DomaineF-14-03,"CSE/CSSCT (Entreprises > 11) Formation de renouvellement en santé, sécurité et conditions de travail",,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/csecssct-entreprises-11-formation-de-renouvellement-en-sante-securite-et-conditions-de-travail,"cse, cssct, entreprises, formation, renouvellement, sante, securite, conditions, travail"
CEGOS_DomaineF-14-03-07,CEGOS_DomaineF-14-03,"CSSCT/CSE (Ent. > 300) Formation complémentaire de renouvellement en santé, sécurité et conditions de travail",,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/cssctcse-ent-300-formation-complementaire-de-renouvellement-en-sante-securite-et-conditions-de-travail,"cssct, cse, formation, complementaire, renouvellement, sante, securite, conditions, travail"
CEGOS_DomaineF-14-04-01,CEGOS_DomaineF-14-04,Bien-être au travail et prévention des risques psychosociaux,,,,0,,https://www.cegos.fr/formations/ressources-humaines/bien-etre-au-travail-et-prevention-des-risques-psychosociaux,"travail, prevention, risques, psychosociaux"
CEGOS_DomaineF-14-04-02,CEGOS_DomaineF-14-04,Santé - Sécurité : les points clés de la réglementation,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/sante-securite-les-points-cles-de-la-reglementation,"sante, securite, points, cles, reglementation"
CEGOS_DomaineF-14-04-03,CEGOS_DomaineF-14-04,Faire face au risque de burn-out des collaborateurs,,,,0,,https://www.cegos.fr/formations/qualite-de-vie-sante-et-bien-etre-au-travail/faire-face-au-risque-de-burn-out-des-collaborateurs,"faire, face, risque, burn, collaborateurs"
CEGOS_DomaineF-14-04-04,CEGOS_DomaineF-14-04,Prévenir et faire face au harcèlement moral,,,,0,,https://www.cegos.fr/formations/ressources-humaines/prevenir-et-faire-face-au-harcelement-moral,"prevenir, faire, face, harcelement, moral"
CEGOS_DomaineF-14-04-05,CEGOS_DomaineF-14-04,Engager sa démarche de qualité de vie au travail,,,,0,,https://www.cegos.fr/formations/qualite-de-vie-sante-et-bien-etre-au-travail/qualite-de-vie-au-travail-engager-sa-demarche,"engager, demarche, qualite, vie, travail"
CEGOS_DomaineF-14-04-06,CEGOS_DomaineF-14-04,Référent Handicap,,,,0,,https://www.cegos.fr/formations/droit-du-travail-et-relations-sociales/referent-handicap,handicap
CEGOS_DomaineF-15-01-01,CEGOS_DomaineF-15-01,"3h chrono pour s’affirmer : faire une demande efficace, faire une critique constructive",,,,0,,https://www.cegos.fr/formations/developpement-personnel/3h-chrono-pour-saffirmer-faire-une-demande-efficace-faire-une-critique-constructive,"chrono, saffirmer, faire, demande, efficace, faire, critique, constructive"
CEGOS_DomaineF-15-01-02,CEGOS_DomaineF-15-01,Maîtrise et affirmation de soi - Assertivité niveau 1,,,,0,,https://www.cegos.fr/formations/developpement-personnel/maitrise-et-affirmation-de-soi-assertivite-niveau-1,"maitrise, affirmation, assertivite, niveau"
CEGOS_DomaineF-15-01-03,CEGOS_DomaineF-15-01,S''affirmer sereinement en toutes circonstances - Assertivité niveau 3,,,,0,,https://www.cegos.fr/formations/developpement-personnel/saffirmer-sereinement-en-toutes-circonstances-assertivite-niveau-3,"affirmer, circonstances, assertivite, niveau"
CEGOS_DomaineF-15-01-04,CEGOS_DomaineF-15-01,6 outils essentiels de développement personnel,,,,0,,https://www.cegos.fr/formations/developpement-personnel/6-outils-essentiels-de-developpement-personnel,"outils, essentiels, personnel"
CEGOS_DomaineF-15-02-01,CEGOS_DomaineF-15-02,Lâcher prise ! Mettre son énergie au bon endroit,,,,0,,https://www.cegos.fr/formations/developpement-personnel/lacher-prise-mettre-son-energie-au-bon-endroit,"lacher, prise, mettre, energie, bon, endroit"
CEGOS_DomaineF-15-02-02,CEGOS_DomaineF-15-02,Gagner en assurance avec les techniques du théâtre,,,,0,,https://www.cegos.fr/formations/developpement-personnel/gagner-en-assurance-avec-les-techniques-du-theatre,"gagner, assurance, techniques, theatre"
CEGOS_DomaineF-15-02-03,CEGOS_DomaineF-15-02,"Spécial Cadres : L''estime de soi, source de l''efficacité professionnelle",,,,0,,https://www.cegos.fr/formations/developpement-personnel/special-cadres-lestime-de-soi-source-de-lefficacite-professionnelle,"special, cadres, estime, source, efficacite, professionnelle"
CEGOS_DomaineF-15-03-01,CEGOS_DomaineF-15-03,Découvrir son fonctionnement avec le MBTI®,,,,0,,https://www.cegos.fr/formations/developpement-personnel/decouvrir-son-fonctionnement-avec-le-mbti,"decouvrir, fonctionnement, mbtir"
CEGOS_DomaineF-15-03-02,CEGOS_DomaineF-15-03,Mieux se connaître pour mieux travailler avec les autres,,,,0,,https://www.cegos.fr/formations/developpement-personnel/mieux-se-connaitre-pour-mieux-travailler-avec-les-autres,"connaitre, travailler"
CEGOS_DomaineF-15-03-03,CEGOS_DomaineF-15-03,Spécial Cadres : Approfondir la connaissance de soi-même et des autres,,,,0,,https://www.cegos.fr/formations/developpement-personnel/special-cadres-approfondir-la-connaissance-de-soi-meme-et-des-autres,"special, cadres, approfondir, connaissance"
CEGOS_DomaineF-15-04-01,CEGOS_DomaineF-15-04,Réguler son énergie avec la méthode TOP©,,,,0,,https://www.cegos.fr/formations/developpement-personnel/reguler-son-energie-avec-la-methode-top,"reguler, energie, methode, topc"
CEGOS_DomaineF-15-04-02,CEGOS_DomaineF-15-04,Spécial Cadres : Gérer son stress efficacement et pour longtemps,,,,0,,https://www.cegos.fr/formations/developpement-personnel/special-cadres-gerer-son-stress-efficacement-et-pour-longtemps,"special, cadres, gerer, stress"
CEGOS_DomaineF-15-04-03,CEGOS_DomaineF-15-04,Gérer son stress efficacement et pour longtemps,,,,0,,https://www.cegos.fr/formations/developpement-personnel/gerer-son-stress-efficacement-et-pour-longtemps,"gerer, stress"
CEGOS_DomaineF-15-04-04,CEGOS_DomaineF-15-04,Gagner en bien-être au travail,,,,0,,https://www.cegos.fr/formations/developpement-personnel/gagner-en-bien-etre-au-travail,"gagner, travail"
CEGOS_DomaineF-15-04-05,CEGOS_DomaineF-15-04,3h chrono pour découvrir 3 outils de bien-être au travail,,,,0,,https://www.cegos.fr/formations/developpement-personnel/3h-chrono-pour-decouvrir-3-outils-de-bien-etre-au-travail,"chrono, decouvrir, outils, travail"
CEGOS_DomaineF-15-05-01,CEGOS_DomaineF-15-05,Gérer les émotions et les conflits,,,,0,,https://www.cegos.fr/formations/developpement-personnel/gerer-les-emotions-et-les-conflits,"gerer, emotions, conflits"
CEGOS_DomaineF-15-05-02,CEGOS_DomaineF-15-05,Intelligence émotionnelle au travail,,,,0,,https://www.cegos.fr/formations/developpement-personnel/3h-chrono-pour-cultiver-son-intelligence-emotionnelle-au-travail,"intelligence, emotionnelle, travail"
CEGOS_DomaineF-15-05-03,CEGOS_DomaineF-15-05,Gérer et utiliser ses émotions pour être plus efficace,,,,0,,https://www.cegos.fr/formations/developpement-personnel/gerer-et-utiliser-ses-emotions-pour-etre-plus-efficace,"gerer, utiliser, emotions, efficace"
CEGOS_DomaineF-15-05-04,CEGOS_DomaineF-15-05,Spécial Cadres : Gérer et utiliser ses émotions pour être plus efficace,,,,0,,https://www.cegos.fr/formations/developpement-personnel/special-cadres-gerer-et-utiliser-ses-emotions-pour-etre-plus-efficace,"special, cadres, gerer, utiliser, emotions, efficace"
CEGOS_DomaineF-15-06-01,CEGOS_DomaineF-15-06,Se protéger des risques de l’hyperconnexion,,,,0,,https://www.cegos.fr/formations/developpement-personnel/3h-chrono-pour-se-proteger-des-risques-de-lhyperconnexion,"proteger, risques, lhyperconnexion"
CEGOS_DomaineF-15-06-02,CEGOS_DomaineF-15-06,"Prévenir, gérer et dépasser les conflits",,,,0,,https://www.cegos.fr/formations/developpement-personnel/prevenir-gerer-et-depasser-les-conflits,"prevenir, gerer, depasser, conflits"
CEGOS_DomaineF-15-07-01,CEGOS_DomaineF-15-07,Adoptez une attitude constructive grâce à l''improvisation théâtrale,,,,0,,https://www.cegos.fr/formations/developpement-personnel/adoptez-une-attitude-constructive-grace-a-limprovisation-theatrale,"attitude, constructive, grace, improvisation, theatrale"
CEGOS_DomaineF-15-07-02,CEGOS_DomaineF-15-07,Développer sa flexibilité relationnelle et son impact personnel,,,,0,,https://www.cegos.fr/formations/developpement-personnel/developper-sa-flexibilite-relationnelle-et-son-impact-personnel,"developper, flexibilite, relationnelle, impact, personnel"
CEGOS_DomaineF-15-07-03,CEGOS_DomaineF-15-07,Améliorer ses relations de travail avec l''analyse transactionnelle,,,,0,,https://www.cegos.fr/formations/developpement-personnel/ameliorer-ses-relations-de-travail-avec-lanalyse-transactionnelle,"ameliorer, relations, travail, analyse, transactionnelle"
CEGOS_DomaineF-15-08-01,CEGOS_DomaineF-15-08,S’adapter et coopérer efficacement,,,,0,,https://www.cegos.fr/formations/developpement-personnel/sadapter-et-cooperer-efficacement,"sadapter, cooperer"
CEGOS_DomaineF-15-08-02,CEGOS_DomaineF-15-08,Se préparer à la retraite,,,,0,,https://www.cegos.fr/formations/developpement-personnel/se-preparer-a-la-retraite,"preparer, retraite"
CEGOS_DomaineF-15-08-03,CEGOS_DomaineF-15-08,L''essentiel pour bien vivre sa retraite,,,,0,,https://www.cegos.fr/formations/developpement-personnel/lessentiel-pour-bien-vivre-sa-retraite,"essentiel, vivre, retraite"
CEGOS_DomaineF-15-08-04,CEGOS_DomaineF-15-08,"Réaliser votre ""check-up"" compétences",,,,0,,https://www.cegos.fr/formations/ressources-humaines/realiser-son-bilan-professionnel-et-son-check-up-competences,"realiser, check, competences"
CEGOS_DomaineF-15-08-05,CEGOS_DomaineF-15-08,Dynamiser son évolution professionnelle,,,,0,,https://www.cegos.fr/formations/developpement-personnel/dynamiser-son-evolution-professionnelle,"dynamiser, evolution, professionnelle"
CEGOS_DomaineF-15-09-01,CEGOS_DomaineF-15-09,3h chrono pour définir efficacement ses objectifs : la stratégie d’objectif,,,,0,,https://www.cegos.fr/formations/developpement-personnel/3h-chrono-pour-appliquer-la-strategie-dobjectif-a-vos-projets,"chrono, definir, objectifs, strategie, dobjectif"
CEGOS_DomaineF-15-09-02,CEGOS_DomaineF-15-09,4 outils de PNL pour entrer en contact avec aisance et efficacité,,,,0,,https://www.cegos.fr/formations/developpement-personnel/4-outils-de-pnl-pour-entrer-en-contact-avec-aisance-et-efficacite,"outils, pnl, entrer, contact, aisance, efficacite"
CEGOS_DomaineF-15-09-03,CEGOS_DomaineF-15-09,Mieux communiquer pour faire passer ses messages,,,,0,,https://www.cegos.fr/formations/developpement-personnel/mieux-communiquer-pour-faire-passer-ses-messages,"communiquer, faire, passer, messages"
CEGOS_DomaineF-15-09-04,CEGOS_DomaineF-15-09,Mieux communiquer grâce à la méthode des préférences cérébrales,,,,0,,https://www.cegos.fr/formations/developpement-personnel/mieux-communiquer-grace-a-la-methode-des-preferences-cerebrales,"communiquer, grace, methode, preferences, cerebrales"
CEGOS_DomaineF-15-09-05,CEGOS_DomaineF-15-09,Améliorer ses qualités relationnelles grâce à la communication non violente,,,,0,,https://www.cegos.fr/formations/developpement-personnel/ameliorer-ses-qualites-relationnelles-grace-a-la-communication-non-violente,"ameliorer, qualites, relationnelles, grace, communication, violente"
CEGOS_DomaineF-15-10-01,CEGOS_DomaineF-15-10,Mieux se connaître pour affirmer son leadership,,,,0,,https://www.cegos.fr/formations/developpement-personnel/mieux-se-connaitre-pour-affirmer-son-leadership,"connaitre, affirmer, leadership"
CEGOS_DomaineF-16-02-01,CEGOS_DomaineF-16-02,Rédiger des documents administratifs,,,,0,,https://www.cegos.fr/formations/secteur-public/rediger-des-documents-administratifs,"rediger, documents, administratifs"
CEGOS_DomaineF-16-04-01,CEGOS_DomaineF-16-04,Les bases de la gestion du temps,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/les-bases-de-la-gestion-du-temps,"bases, gestion, temps"
CEGOS_DomaineF-16-04-02,CEGOS_DomaineF-16-04,Maîtrise du temps et gestion des priorités,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/maitrise-du-temps-et-gestion-des-priorites,"maitrise, temps, gestion, priorites"
CEGOS_DomaineF-16-04-03,CEGOS_DomaineF-16-04,La gestion du temps pour managers : maîtriser vos priorités,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/la-gestion-du-temps-pour-managers-maitriser-vos-priorites,"gestion, temps, managers, maitriser, priorites"
CEGOS_DomaineF-16-04-04,CEGOS_DomaineF-16-04,Anticiper pour agir face à la pression du quotidien,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/anticiper-pour-agir-face-a-la-pression-du-quotidien,"anticiper, agir, face, pression"
CEGOS_DomaineF-16-04-05,CEGOS_DomaineF-16-04,3h chrono pour planifier astucieusement vos priorités,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/3h-chrono-pour-planifier-astucieusement-vos-priorites,"chrono, planifier, priorites"
CEGOS_DomaineF-16-04-06,CEGOS_DomaineF-16-04,3h chrono pour gérer vos e-mails avec efficacité,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/3h-chrono-pour-gerer-vos-e-mails-avec-efficacite,"chrono, gerer, mails, efficacite"
CEGOS_DomaineF-16-05-01,CEGOS_DomaineF-16-05,Efficacité professionnelle : à chacun sa manière d’exceller !,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/efficacite-professionnelle-a-chacun-sa-maniere-dexceller,"efficacite, professionnelle, maniere, dexceller"
CEGOS_DomaineF-16-05-02,CEGOS_DomaineF-16-05,Développer sa flexibilité et agilité professionnelle au quotidien,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/developper-sa-flexibilite-et-agilite-professionnelle-au-quotidien,"developper, flexibilite, professionnelle"
CEGOS_DomaineF-16-05-03,CEGOS_DomaineF-16-05,La créativité : un levier d''efficacité au quotidien,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/la-creativite-un-levier-defficacite-au-quotidien,"creativite, levier, efficacite"
CEGOS_DomaineF-16-05-04,CEGOS_DomaineF-16-05,Utiliser l''IA pour développer son efficacité et sa productivité au travail,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/utiliser-lia-pour-developper-son-efficacite-et-sa-productivite-au-travail,"utiliser, ia, developper, efficacite, productivite, travail"
CEGOS_DomaineF-16-05-05,CEGOS_DomaineF-16-05,Gagner du temps et de l’efficacité grâce au sketchnoting,,,,0,,https://www.cegos.fr/formations/efficacite-professionnelle/gagner-du-temps-et-de-lefficacite-grace-au-sketchnoting,"gagner, temps, lefficacite, grace, sketchnoting"
