RefSOUSSOUSDomaineF,RefSOUSDomaineF,Le_nom,Description,Notes,Nombre_avis,Duree,Niveau,Liens,MotsCles
CEGOS_DomaineF-01-01-01,CEGOS_DomaineF-01-01,Responsable Achats,Accès à la certification de niveau 6 enregistrée au RNCP – Éligible au CPF. La formation de référence des Responsables Achats,"4,8/5 ",(23 avis),36 jours (255 heures),non débutant,https://www.cegos.fr/formations/achats/responsable-achats-2,"responsable, achats"
CEGOS_DomaineF-01-01-02,CEGOS_DomaineF-01-01,Management opérationnel des achats,"Grâce à cette formation, maitrisez les outils de management et les fondamentaux des achats. Pilotez les résultats et motivez vos collaborateurs.","4,7/5 ",(46 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/management-operationnel-des-achats,"operationnel, achats"
CEGOS_DomaineF-01-01-03,CEGOS_DomaineF-01-01,Formation au métier d''acheteur,"Optez pour une formation complète couvrant toutes les composantes du métier d ''acheteur : méthodes, outils, comportements…. Certification possible....","4,6/5 ",(66 avis),9 jours (63 heures),non débutant,https://www.cegos.fr/formations/achats/formation-au-metier-dacheteur,"formation, metier, acheteur"
CEGOS_DomaineF-01-01-04,CEGOS_DomaineF-01-01,Formation pratique à l''achat,Adoptez les outils et reflexes de l ''acheteur performant grâce au décodage des pratiques d ''excellence opérationnelle.,"4,7/5 ",(191 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/formation-pratique-a-lachat,"formation, pratique, achat"
CEGOS_DomaineF-01-01-05,CEGOS_DomaineF-01-01,Formation assistant achat,Suivez les achats au quotidien en assistant les acheteurs. Découvrez les étapes clès d ''un achat et devenez plus autonome dans votre fonction.,"4,6/5 ",(39 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/formation-assistant-achat,"formation, assistant, achat"
CEGOS_DomaineF-01-01-06,CEGOS_DomaineF-01-01,Achat Public,"Optez pour une formation complète au métier d ''acheteur public : code des Marchés Publics, procédure d ''appel d ''offres, expression des besoins et nég...",,,8 jours (56 heures),non débutant,https://www.cegos.fr/formations/secteur-public/achat-public,"achat, public"
CEGOS_DomaineF-01-01-07,CEGOS_DomaineF-01-01,Achats pour non-acheteurs,Cette formation de 2 jours vous permet d ''acquérir les pratiques clés pour négocier au mieux et en toute sécurité juridique les produits ou les pres...,"4,7/5 ",(31 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/achats-pour-non-acheteurs,"achats, acheteurs"
CEGOS_DomaineF-01-01-08,CEGOS_DomaineF-01-01,Achat et approvisionnement en PME,Pour doter le Responsable achat et approvisionnement des outils pour mener de front ces deux missions d ''appro. et d ''achat dans le contexte d ''une PME.,"4,4/5 ",(21 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/achat-et-approvisionnement-en-pme,"achat, pme"
CEGOS_DomaineF-01-02-01,CEGOS_DomaineF-01-02,Négociation d''achats - Niveau 1,Adoptez les bons reflexes de la négociation d ''achat grâce à l ''entrainement sur des cas pratiques.,"4,7/5 ",(267 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/negociation-dachats-niveau-1,"negociation, achats, niveau"
CEGOS_DomaineF-01-02-02,CEGOS_DomaineF-01-02,Négociation d''achats - Niveau 2,"Adoptez les bons comportements, réactions et modes de communication dans votre négociation d ''achats. Réalisez aussi votre autodiagnostic.","4,5/5 ",(113 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/negociation-dachats-niveau-2,"negociation, achats, niveau"
CEGOS_DomaineF-01-02-03,CEGOS_DomaineF-01-02,Négociation d''achats - Niveau 3 avec Beyond Conflict™,"Les intérêts des acheteurs et des vendeurs sont différents, parfois même opposés. Les acheteurs ont souvent à gérer des conflits en interne ou en...","4,8/5 ",(46 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/achats/negociation-dachats-niveau-3-avec-beyond-conflict,"negociation, achats, niveau, beyond, conflicttm"
CEGOS_DomaineF-01-03-01,CEGOS_DomaineF-01-03,Cartographier et prioriser ses achats avec le marketing achats,Cette formation permet de professionnaliser la démarche d ''analyse du portefeuille achat en vue d ''obtenir une parfaite adéquation entre les besoins act...,"4,5/5 ",(11 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/cartographier-et-prioriser-ses-achats-avec-le-marketing-achats,"cartographier, prioriser, achats, marketing, achats"
CEGOS_DomaineF-01-03-02,CEGOS_DomaineF-01-03,Améliorer la performance des achats grâce au digital,2 jours pour améliorer la performance de vos achats grâce au digital,,,2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/ameliorer-la-performance-des-achats-grace-au-digital,"ameliorer, performance, achats, grace, digital"
CEGOS_DomaineF-01-03-03,CEGOS_DomaineF-01-03,Achats et conduite de projet : une synergie efficace,"Produits/développements nouveaux, nouvelles affaires impliquant un ou plusieurs fournisseurs, nécessitent un fonctionnement en mode projet. Cette form...","4,5/5 ",(36 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/achats-et-conduite-de-projet-une-synergie-efficace,"achats, conduite, projet, synergie, efficace"
CEGOS_DomaineF-01-03-04,CEGOS_DomaineF-01-03,Réduction des coûts d''achat,Cette formation destinée à l ''acheteur confirmé permet d ''acquérir l ''expertise nécessaire pour sécuriser une démarche de réduction des coûts d’...,"4,7/5 ",(11 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/performance-economique-des-achats,"reduction, couts, achat"
CEGOS_DomaineF-01-03-05,CEGOS_DomaineF-01-03,Réaliser un cahier des charges fonctionnel,Le CdCF permet d ''expliciter le besoin en termes de résultats mesurables attendus.,"4,5/5 ",(61 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/management-de-projets-gestion-de-projets/realiser-un-cahier-des-charges-fonctionnel,"realiser, cahier, charges, fonctionnel"
CEGOS_DomaineF-01-03-06,CEGOS_DomaineF-01-03,Innover avec l''analyse de la valeur,Optimiser la valeur permet de satisfaire les besoins de ses clients tout en maîtrisant les coûts.,"4,6/5 ",(50 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/innovation-creativite-2/innover-avec-lanalyse-de-la-valeur,"innover, analyse, valeur"
CEGOS_DomaineF-01-03-07,CEGOS_DomaineF-01-03,Economie circulaire,L’économie circulaire est l’une des voies vers une démarche écologique et économique plus vertueuse. La formation intègre la Fresque de l’Eco...,,,2 jours (14 heures),non débutant,https://www.cegos.fr/formations/rse-et-developpement-durable/economie-circulaire,"economie, circulaire"
CEGOS_DomaineF-01-03-08,CEGOS_DomaineF-01-03,Droit des contrats et aspects juridiques des achats,Familiarisez-vous avec le droit des contrats. Mesurez les risques contractuels et dialoguez en professionnel avec les juristes.,"4,7/5 ",(191 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/droit-des-contrats-et-aspects-juridiques-des-achats,"droit, contrats, aspects, juridiques, achats"
CEGOS_DomaineF-01-03-09,CEGOS_DomaineF-01-03,Les aspects juridiques des achats internationaux,"Cette formation qui permet de maîtriser les risques liés aux aspects juridiques des achats internationaux : contrats, modes de paiement, fiscalité…...","4,5/5 ",(17 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/les-aspects-juridiques-des-achats-internationaux,"aspects, juridiques, achats, internationaux"
CEGOS_DomaineF-01-03-10,CEGOS_DomaineF-01-03,Sourcing et évaluation des fournisseurs,Optez pour une formation vous permettant de maitriser toutes les composantes du sourcing et de l ''évaluation de vos fournisseurs.,"4,5/5 ",(22 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/sourcing-et-evaluation-des-fournisseurs,"sourcing, evaluation, fournisseurs"
CEGOS_DomaineF-01-03-11,CEGOS_DomaineF-01-03,Analyse et gestion du risque fournisseur,"Risques marchés, pénuries, risques de nature politique, juridique, sanitaire, qualité et supply chain, taux de dépendance, la gestion du risque four...","3,8/5 ",(20 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/analyse-et-gestion-du-risque-fournisseur,"analyse, gestion, risque, fournisseur"
CEGOS_DomaineF-01-03-12,CEGOS_DomaineF-01-03,Suivre et améliorer la qualité de vos fournisseurs et sous-traitants,Cette formation donne les clés pour mesurer et faire progresser la performance des sous-traitants et fournisseurs.La qualité des produits et prestatio...,"4,6/5 ",(45 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/qualite-sante-securite-environnement/suivre-et-ameliorer-la-qualite-de-vos-fournisseurs-et-sous-traitants,"ameliorer, qualite, fournisseurs, traitants"
CEGOS_DomaineF-01-03-13,CEGOS_DomaineF-01-03,Les achats généraux et de prestation de service,"Optimisez les achats hors production, indirects ou de fonctionnement. Apprenez à anticiper les risques et selectionner les prestataires.","4,2/5 ",(32 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/les-achats-generaux-et-de-prestation-de-service,"achats, generaux, prestation, service"
CEGOS_DomaineF-01-03-14,CEGOS_DomaineF-01-03,Les achats de prestations intellectuelles,"La recherche de compétences extérieures en Système d ''Information (SI), Marketing-Communication, Conseil, Recrutement…, est un savoir-faire indispen...","4,4/5 ",(16 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/les-achats-de-prestations-intellectuelles,"achats, prestations, intellectuelles"
CEGOS_DomaineF-01-03-15,CEGOS_DomaineF-01-03,Contrats de maintenance et sous-traitance,Le service maintenance doit maîtriser les interventions de ses prestataires. Cette formation permet de mieux concevoir et gérer ses contrats afin d’...,"4,4/5 ",(44 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/production-lean/contrats-de-maintenance-et-sous-traitance,"contrats, maintenance, traitance"
CEGOS_DomaineF-01-03-16,CEGOS_DomaineF-01-03,Développement Durable et achats : pratiquer l''achat responsable,Cette formation à l’achat responsable vous permet d’aborder le développement durable comme une opportunité plutôt qu’une contrainte. Elle perm...,"4,1/5 ",(26 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/developpement-durable-et-achats-pratiquer-lachat-responsable,"durable, achats, pratiquer, achat, responsable"
CEGOS_DomaineF-01-03-17,CEGOS_DomaineF-01-03,L''achat international,"L’achat international et le ""global sourcing"" sont accélérés grâce aux technologies du web. Cette formation vous permet de sécuriser vos opérati...","4,9/5 ",(10 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/achats/lachat-international,"achat, international"
CEGOS_DomaineF-01-03-18,CEGOS_DomaineF-01-03,Connaître la réglementation douanière et maîtriser le transport,"Obtenez un éclairage sur toutes les procédures de douanes afin de maîtriser les risques, optimiser les coûts et gérer les litiges.","4,8/5 ",(170 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/international-developpement-des-ventes-a-lexport/connaitre-la-reglementation-douaniere-et-maitriser-le-transport,"connaitre, reglementation, douaniere, maitriser, transport"
CEGOS_DomaineF-01-04-01,CEGOS_DomaineF-01-04,Maîtriser la réglementation de l''achat public - Niveau 1,"Découvrez les fondamentaux des marchés publics en 2 jours : code des marchés publics, organisation de la consultation, sélection des candidats, cont...","4,1/5 ",(56 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/secteur-public/maitriser-la-reglementation-de-lachat-public-niveau-1,"maitriser, reglementation, achat, public, niveau"
CEGOS_DomaineF-01-04-02,CEGOS_DomaineF-01-04,Maîtriser la réglementation de l''achat public - Niveau 2,"Maîtriser les procédures des marchés publics complexes : sous-traitance, co-traitance, accords-cadres, avenants. Pour votre formation choisissez Cego...","4,1/5 ",(22 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/secteur-public/maitriser-la-reglementation-de-lachat-public-niveau-2,"maitriser, reglementation, achat, public, niveau"
CEGOS_DomaineF-01-04-03,CEGOS_DomaineF-01-04,Construire un Cahier des Clauses Techniques Particulières (CCTP),Les clés de la performance des achats publics : l ''expression du besoin et la rédaction du cahier des charges. Découvrez les clés d ''un CCTP efficace....,"4,3/5 ",(13 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/secteur-public/construire-un-cahier-des-clauses-techniques-particulieres-cctp,"construire, clauses, techniques, particulieres, cctp"
CEGOS_DomaineF-01-04-04,CEGOS_DomaineF-01-04,Négocier efficacement vos achats publics,"Les établissements publics, du fait de l ''environnement économique et politique, sont confrontés à une baisse de leurs ""revenus"". Pour optimiser au m...",,,2 jours (14 heures),non débutant,https://www.cegos.fr/formations/secteur-public/negocier-efficacement-vos-achats-publics,"negocier, achats, publics"
CEGOS_DomaineF-01-04-05,CEGOS_DomaineF-01-04,Dématérialisation de l''achat public,Comment adapter ses pratiques aux nouveaux processus d ''achats publics dématérialisés ? C ''est l ''objet de cette formation qui aidera les participants d...,,,2 jours (14 heures),non débutant,https://www.cegos.fr/formations/secteur-public/dematerialisation-de-lachat-public,"dematerialisation, achat, public"
CEGOS_DomaineF-02-01-01,CEGOS_DomaineF-02-01,Office Manager : les 4 missions clés,L ''Office Manager est bien souvent le véritable responsable administratif d ''une PME ou d ''une Business Unit (Unité d ''affaires). Son rôle est d ''assister...,"4,8/5 ",(28 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/assistante/office-manager-les-4-missions-cles,"office, manager, missions, cles"
CEGOS_DomaineF-02-01-02,CEGOS_DomaineF-02-01,Cycle Office Manager,"Métier en pleine expansion France, ce cycle certifiant retrace toutes les missions et vous prépare au poste d ''Office Manager. ","4,6/5 ",(32 avis),8 jours (56 heures),non débutant,https://www.cegos.fr/formations/assistante/cycle-office-manager,"cycle, office, manager"
CEGOS_DomaineF-02-01-03,CEGOS_DomaineF-02-01,Assistant(e) de direction,Cette formation Assistante de direction vous apporte les compétences clés pour réussir dans votre métier.,"4,7/5 ",(84 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/assistante/assistante-de-direction,"assistante, direction"
CEGOS_DomaineF-02-01-04,CEGOS_DomaineF-02-01,Assistant(e)/Manager : un binôme performant,Le fonctionnement du binôme Assistant(e)/Manager est un levier de performance. Collaborer de manière fluide en tirant partie des complémentarités de...,"4,5/5 ",(40 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/assistante/assistantemanager-un-binome-performant,"assistante, manager, binome, performant"
CEGOS_DomaineF-02-01-05,CEGOS_DomaineF-02-01,Cycle Assistant(e) de direction,Cette formation Assistante de direction vous propose de renforcer votre maîtrise dans les compétences majeures du poste.,"4,7/5 ",(23 avis),8 jours (56 heures),non débutant,https://www.cegos.fr/formations/assistante/cycle-assistante-de-direction,"cycle, assistante, direction"
CEGOS_DomaineF-02-01-06,CEGOS_DomaineF-02-01,Cycle Assistant(e),"Cette formation peut être associée au Bloc 1 du Titre professionnel ""Secrétaire assistant"" administrée par le Ministère du Travail, du Plein Empl...","4,8/5 ",(19 avis),6 jours (42 heures),non débutant,https://www.cegos.fr/formations/assistante/cycle-assistante,"cycle, assistante"
CEGOS_DomaineF-02-01-07,CEGOS_DomaineF-02-01,Assistant(e) : les 3 missions clés du métier,"Organisé(e), contributeur(trice), pivot de l’information, facilitateur(trice), voilà ce que les managers et les équipes attendent d’un(e) assista...","4,8/5 ",(52 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/assistante/assistante-les-3-missions-cles-du-metier,"assistante, missions, cles, metier"
CEGOS_DomaineF-02-01-08,CEGOS_DomaineF-02-01,Assistant(e) d''équipe : être acteur de la performance de l''équipe,"Travailler pour une équipe composée de personnalités différentes, avec autant de méthodes de travail que d’individus, demande des aptitudes parfo...","4,5/5 ",(31 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/assistante/assistante-dequipe-etre-acteur-de-la-performance-de-lequipe,"assistante, equipe, acteur, performance, equipe"
CEGOS_DomaineF-02-01-09,CEGOS_DomaineF-02-01,"Hôtesse-standardiste, un métier de communication en première ligne","Premier contact du visiteur ou du correspondant téléphonique, l ''hôtesse-standardiste représente son entreprise. Sens de l ''organisation, esprit de se...","4,8/5 ",(19 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/assistante/hote-et-hotesse-standardiste-un-metier-de-communication,"hotesse, standardiste, metier, communication, premiere, ligne"
CEGOS_DomaineF-02-01-10,CEGOS_DomaineF-02-01,Chargé(e) de formation,"Cette formation peut être associée au Bloc 6 ""Pilotage de la formation professionnelle"" du titre RNCP de niveau 6 ""Chargé des ressources humaines"" de...","4,7/5 ",(48 avis),6 jours (42 heures),non débutant,https://www.cegos.fr/formations/formation-de-formateurs/chargee-de-formation,"chargee, formation"
CEGOS_DomaineF-02-01-11,CEGOS_DomaineF-02-01,Assistant(e) formation,"Pour gérer et administrer la formation, il faut à la fois beaucoup de rigueur, et une solide connaissance des règles légales. Ce stage ""Assistant(e)...","4,8/5 ",(36 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/formation-de-formateurs/assistante-formation,"assistante, formation"
CEGOS_DomaineF-02-01-12,CEGOS_DomaineF-02-01,Gestionnaire paie et administration du personnel,"Cycle professionnalisant pour maîtriser : gestion administrative des salariés, techniques de paie, calcul des charges et réaliser des bulletins de pa...","4,5/5 ",(23 avis),7 jours (49 heures),non débutant,https://www.cegos.fr/formations/paie-et-administration-du-personnel/gestionnaire-paie-et-administration-du-personnel,"gestionnaire, paie, administration, personnel"
CEGOS_DomaineF-02-01-13,CEGOS_DomaineF-02-01,Assistant(e) RH : les bases pour réussir dans la fonction,L ''assistant(e) Ressources Humaines est une fonction clé sur laquelle le (ou la) DRH doit pouvoir s ''appuyer. L’objectif de cette formation est de lui ...,"4,6/5 ",(47 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/paie-et-administration-du-personnel/assistante-rh-les-bases-pour-reussir-dans-la-fonction,"assistante, rh, bases, reussir, fonction"
CEGOS_DomaineF-02-01-14,CEGOS_DomaineF-02-01,L''assistant(e) Ressources Humaines,"Cycle professionnalisant pour acquérir des réflexes juridiques RH, développer la qualité de service, participer au recrutement, gérer la formation,...","4,5/5 ",(24 avis),6 jours (42 heures),non débutant,https://www.cegos.fr/formations/paie-et-administration-du-personnel/lassistante-ressources-humaines,"assistante, ressources, humaines"
CEGOS_DomaineF-02-01-15,CEGOS_DomaineF-02-01,L''assistant(e) juridique,L ''assistant(e) juridique doit maîtriser les obligations qui rythment la vie juridique de toute société : préparation et tenue des conseils et assem...,"4,8/5 ",(38 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/droit-des-affaires/lassistante-juridique,"assistante, juridique"
CEGOS_DomaineF-02-01-16,CEGOS_DomaineF-02-01,L''assistant(e) marketing et communication,Cette formation centrée sur les fondamentaux du métier d ''assistant(e) communication/marketing est idéale pour réussir sa prise de fonction.À l ''ère...,"4,8/5 ",(17 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/communication/lassistante-marketing-et-communication,"assistante, marketing, communication"
CEGOS_DomaineF-02-01-17,CEGOS_DomaineF-02-01,Assistant(e) Commerciale et ADV : développez la satisfaction de vos clients,L ''assistant commercial et ADV est au cœur de la satisfaction et de la fidélisation des clients. Cette formation lui apporte les compétences nécessa...,"4,6/5 ",(44 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/commercial-ventes/assistante-commerciale-et-adv-developpez-la-satisfaction-de-vos-clients,"assistante, commerciale, adv, developpez, satisfaction, clients"
CEGOS_DomaineF-02-01-18,CEGOS_DomaineF-02-01,Assistant(e)s du service import export,Optez pour une formation complète et concrète qui vous permettra de suivre efficacement un portefeuille clients à l ''export.,"4,9/5 ",(11 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/international-developpement-des-ventes-a-lexport/assistantes-du-service-import-export,"assistantes, service, import, export"
CEGOS_DomaineF-02-01-19,CEGOS_DomaineF-02-01,L''assistant(e) qualité,"Placer le client au cœur des processus implique une mobilisation de chacun, au service de la qualité. Au cœur de l ''action, l ''assistant(e) Qualité an...","4,7/5 ",(30 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/qualite-sante-securite-environnement/lassistante-qualite,"assistante, qualite"
CEGOS_DomaineF-02-01-20,CEGOS_DomaineF-02-01,Assistant chef de projet / Project Management Officer (PMO),"Le ""PMO - Project Management Officer"" ou assistant du chef de projet produit les informations synthétiques nécessaires à l ''anticipation des décisio...","4,5/5 ",(68 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/management-de-projets-gestion-de-projets/assistant-chef-de-projet-project-management-officer-pmo,"assistant, chef, projet, project, officer"
CEGOS_DomaineF-02-02-01,CEGOS_DomaineF-02-02,Spécial Assistant(e)s : Les 5 clés de l''excellence professionnelle,"Grâce à une méthode exclusive Cegos, en partenariat avec EUMA, découvrez et maîtrisez les 5A de l ''excellence professionnelle de l ''assistante !","4,7/5 ",(140 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/assistante/special-assistantes-les-5-cles-de-lexcellence-professionnelle,"special, assistantes, cles, excellence, professionnelle"
CEGOS_DomaineF-02-02-02,CEGOS_DomaineF-02-02,Assistant(e) de plusieurs managers,L’assistant(e) de plusieurs managers occupe une position idéale pour développer la synergie et améliorer l’efficience collective. Cette formation...,"4,8/5 ",(23 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/assistante/assistante-de-plusieurs-managers,"assistante, managers"
CEGOS_DomaineF-02-02-03,CEGOS_DomaineF-02-02,La Process Com®,"Cette formation à la Process Com ® donne des moyens opérationnels pour mieux se comprendre, mieux comprendre l ''autre et adapter sa communication.","4,8/5 ",(665 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/efficacite-professionnelle/la-process-com,"process, comr"
CEGOS_DomaineF-02-02-04,CEGOS_DomaineF-02-02,Approfondir la connaissance de soi-même et des autres,"L ''approche Schutz®: plus de lucidité comportementale, de sincérité relationnelle, de détermination.","4,8/5 ",(156 avis),5 jours (35 heures),non débutant,https://www.cegos.fr/formations/developpement-personnel/approfondir-la-connaissance-de-soi-meme-et-des-autres,"approfondir, connaissance"
CEGOS_DomaineF-02-02-05,CEGOS_DomaineF-02-02,Marketing de soi : gagner en visibilité,Cette formation consacrée au marketing de soi aide à valoriser son image professionnelle et à renforcer son employabilité.Mettre en avant son expé...,"4,8/5 ",(30 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/efficacite-professionnelle/marketing-de-soi-gagner-en-visibilite,"marketing, gagner, visibilite"
CEGOS_DomaineF-02-02-06,CEGOS_DomaineF-02-02,"Spécial Assistant(e)s : Gagner du temps, s''organiser et gérer les priorités","Vous êtes un(e) assistant(e) Overbooké(e), stressé(e), vous avez parfois l ''impression que le temps vous échappe. Cette formation est faite pour vous...","4,7/5 ",(153 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/assistante/special-assistantes-gagner-du-temps-sorganiser-et-gerer-les-priorites,"special, assistantes, gagner, temps, organiser, gerer, priorites"
CEGOS_DomaineF-02-02-07,CEGOS_DomaineF-02-02,Spécial Assistant(e) : Développer l''autonomie des équipes et du management,Assistant(e) venez prendre part à cette formation pour faciliter l ''autonomie des équipes et des managers par les outils de facilitation de l ''activité...,,,2 jours (14 heures),non débutant,https://www.cegos.fr/formations/assistante/special-assistante-developper-lautonomie-des-equipes-et-du-management,"special, assistante, developper, autonomie, equipes"
CEGOS_DomaineF-02-02-08,CEGOS_DomaineF-02-02,Gagner du temps et s''organiser avec Outlook,Acquérir la maîtrise des fonctionnalités avancées d ''Outlook et OneNote et trouver des solutions pour les adapter à votre activité et mieux vous or...,"4,5/5 ",(61 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/gagner-du-temps-et-sorganiser-avec-outlook,"gagner, temps, organiser, outlook"
CEGOS_DomaineF-02-02-09,CEGOS_DomaineF-02-02,3h chrono pour gérer vos documents OneDrive (Microsoft 365®),Cette formation vous permettra d ''utiliser efficacement les fonctions de stockage et de partage du Cloud de Microsoft 365® Accéder à des fichiers de...,,,0 jours (0 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/3h-chrono-pour-gerer-vos-documents-onedrive-microsoft-365,"chrono, gerer, documents, onedrive, microsoft"
CEGOS_DomaineF-02-02-10,CEGOS_DomaineF-02-02,3h chrono pour planifier et organiser son télétravail,"Comment organiser et planifier son télétravail pour en tirer le meilleur profit sans pénaliser l’efficacité collective ?La formation ""3h chrono p...","4,1/5 ",(73 avis),0 jours (0 heures),non débutant,https://www.cegos.fr/formations/efficacite-professionnelle/3h-chrono-pour-planifier-et-organiser-son-teletravail,"chrono, planifier, organiser, teletravail"
CEGOS_DomaineF-02-02-11,CEGOS_DomaineF-02-02,3h chrono pour créer un planning avec Excel,Cette formation de 3h vous permettra de créer des plannings individuels et collectifs rapidement et de les automatiser.,,,0 jours (0 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/3h-chrono-pour-creer-un-planning-avec-excel,"chrono, planning, excel"
CEGOS_DomaineF-02-02-12,CEGOS_DomaineF-02-02,Réussir ses événements,"Comment réussir à faire vivre à ses publics une expérience live en présentiel, digital, hybride ou immersive tout en organisant un événement resp...","4,5/5 ",(101 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/communication/reussir-ses-evenements,"reussir, evenements"
CEGOS_DomaineF-02-02-13,CEGOS_DomaineF-02-02,Chef de projet occasionnel,"Une formation ludique et complète pour une première approche de la gestion de projet, ou pour consolider ses connaissances lorsque l ''on a quelques bas...","4,7/5 ",(233 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/management-de-projets-gestion-de-projets/chef-de-projet-occasionnel,"chef, projet, occasionnel"
CEGOS_DomaineF-02-02-14,CEGOS_DomaineF-02-02,"Assistant(e)s, gérer et partager l''information avec des outils digitaux","Identifiez les usages des outils digitaux tels que OneNote, Teams, Digipad, Padlet, Google Forms, LinkedIn et bien d’autres. L’assistant(e) à la cr...","4,5/5 ",(21 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/assistante/assistantes-collaborer-par-les-outils-digitaux,"assistantes, gerer, partager, information, outils, digitaux"
CEGOS_DomaineF-02-02-15,CEGOS_DomaineF-02-02,Microsoft 365® - Exploiter les outils collaboratifs en ligne,"Venez découvrir et pratiquer, pendant ces 2 jours de formation les fonctions essentielles de Microsoft 365® : Partager et co-produire des documents, ...","4,5/5 ",(49 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/microsoft-365-exploiter-les-outils-collaboratifs-en-ligne,"microsoft, exploiter, outils, collaboratifs, ligne"
CEGOS_DomaineF-02-02-16,CEGOS_DomaineF-02-02,3h chrono pour prendre en main Teams (Microsoft 365®),"Cette formation 100% à distance vous permet de prendre en main les fonctions essentielles de Teams : discussions de groupe, réunions en visioconféren...","3,2/5 ",(66 avis),0 jours (0 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/3h-chrono-pour-prendre-en-main-teams-microsoft-365,"chrono, prendre, main, teams, microsoft"
CEGOS_DomaineF-02-02-17,CEGOS_DomaineF-02-02,Spécial Assistant(e)s : tableau de bord et suivi budgétaire,Maitrisez les principaux outils de pilotage de l ''activité : construction des tableaux et fonctions avancées d ''Excel.,"4,2/5 ",(48 avis),2 jours (14 heures),non débutant,https://www.cegos.fr/formations/assistante/special-assistantes-tableau-de-bord-et-suivi-budgetaire,"special, assistantes, tableau, bord, suivi, budgetaire"
CEGOS_DomaineF-02-02-18,CEGOS_DomaineF-02-02,"Spécial Assistant(e)s : Maîtriser Word, Excel et PowerPoint",Venez découvrir les fonctionnalités Office 2007 et 2010 pour optimiser votre temps de travail.,"4,8/5 ",(94 avis),3 jours (21 heures),non débutant,https://www.cegos.fr/formations/bureautique-paocao/special-assistantes-maitriser-word-excel-et-powerpoint,"special, assistantes, maitriser, word, excel, powerpoint"
